序号,区划层级,省份区划编码,地市区划编码,地市区划名称,区县区划编码,区县区划名称,机构层级,省份机构名称,地市机构编码,地市机构名称,区县机构编码,区县机构名称,网点机构编码,网点机构名称,主码,法定客户名称,子码,协议客户名称,业务关系码,业务关系名称,行业一级,行业二级,行业三级,客户等级,注册日期,客户经理编码,客户经理名称,首席客户经理编码,首席客户经理名称,团队编码,团队名称,统计期业务量_万件,统计期收入_万元,统计期重量_kg,对比期业务量_万件,对比期收入_万元,对比期重量_kg,col_38,col_39
56,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001206,武汉市江岸二七揽投部,43001206,武汉市江岸二七揽投部,C1100490185481,上海禹璨信息技术有限公司,91100450451562,上海禹璨信息技术有限公司,1100176630421,上海禹璨信息技术有限公司(上海禹璨(息技术有限公司(上海禹璨(上海禹璨(信息技术有限公司(武汉江岸多多买菜社区团购项目1仓))))),商企类,生鲜特产,其他类,钻石,2023-11-08,01613713,黄欢,4003356186,马丽,01613713,黄欢,1.5043,16.3035896480002,7521.5,2.1312,21.7680283019,0
57,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001206,武汉市江岸二七揽投部,43001206,武汉市江岸二七揽投部,C1100491889719,武汉市烟草学会,91100452153507,武汉市烟草学会,1100074354544,武汉市烟草学会(特快),商企类,生鲜特产,其他类,普通,2020-12-04,03949503,王曦,5013031424,赵辉,03949503,王曦,0.0001,0.0009433962,0.04,0,0,0
58,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001206,武汉市江岸二七揽投部,43001206,武汉市江岸二七揽投部,C1100566439375,湖北益丰大药房连锁有限公司,91100973091955,湖北益丰大药房连锁有限公司,1100212142778,湖北益丰大药房连锁有限公司(特快),商企类,医药类,药品销售,普通,2025-02-06,01612922,张国华,,,,,0,0,0,0.0001,0.0005660377,0.08
59,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001206,武汉市江岸二七揽投部,43001206,武汉市江岸二七揽投部,C1100914053509,武汉市不一堂大药房有限公司,91100863455665,武汉市不一堂大药房有限公司,1100135170177,武汉市不一堂大药房有限公司(寄递),商企类,医药类,药品销售,普通,2022-11-14,03832658,彭峰,,,,,0,0,0,0,-0.0009433962,0
62,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001206,武汉市江岸二七揽投部,43001206,武汉市江岸二七揽投部,C1101130092378,武汉利宁互通信息技术有限公司,91100928749562,武汉利宁互通信息技术有限公司,1100157123595,武汉利宁互通信息技术有限公司(特快),商企类,IT通讯类,IT服务类,普通,2023-06-07,03832658,彭峰,,,,,0,0,0,0.0002,0.0018867924,0.2
63,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001206,武汉市江岸二七揽投部,43001206,武汉市江岸二七揽投部,C1101686454668,武汉鸿腾雅和商贸有限公司,91101053089132,武汉鸿腾雅和商贸有限公司,1100200318242,武汉鸿腾雅和商贸有限公司(寄递),商企类,生鲜特产,特产类,普通,2024-09-10,03800063,宋哲威,,,03800063,宋哲威,0.0024,0.0387783015,221.34,0,0,0
64,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001206,武汉市江岸二七揽投部,43001206,武汉市江岸二七揽投部,C1102407784521,松下汽车电子系统有限公司,91101066657148,松下汽车电子系统有限公司,1100206797160,松下汽车电子系统有限公司(寄递),商企类,贸易、消费品、调换货,零售、批发,普通,2024-11-27,01612066,殷花,,,01612066,殷花,0.0001,0.0009433962,0.04,0.0001,0.0009433962,0.1
66,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001211,武汉市江岸大兴路揽投部,43001211,武汉市江岸大兴路揽投部,C1100238638125,武汉市泓锦瑞科技发展有限公司,91100226935021,武汉市泓锦瑞科技发展有限公司,1100031467193,鸿锦瑞工贸(武汉市鸿锦瑞工贸有限公司),商企类,生产加工制造业,其他,普通,2019-07-24,03988531,丁勇,,,,,0,0,0,0,-0.0064150943,0
68,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001211,武汉市江岸大兴路揽投部,43001211,武汉市江岸大兴路揽投部,C1101151589822,快宝(上海)网络技术有限公司,91101016932925,快宝(上海)网络技术有限公司-快宝上门取件武汉市,1100189814441,快宝(上海)网络技术有限公司(上海)网络技术有限公司(快宝上门取件武汉市),商企类,退换货（商企）,快宝退换货（商企）,普通,2024-04-10,"03916800,03881828","徐玉婷,申莉莉",,,03916800,徐玉婷,0.0006,0.0059433961,3.102,0,0,0
70,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001305,武汉市江岸后湖揽投部,43001305,武汉市江岸后湖揽投部,C1100546829781,武汉邦信财税智能科技有限公司,91100506206427,武汉邦信财税智能科技有限公司,1100152986946,武汉邦信财税智能科技有限公司(特快),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,普通,2023-05-08,03469192,王健,,,03469192,王健,0.0017,0.0174528299,3.05,0.0013,0.0122641506,1.3
73,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001305,武汉市江岸后湖揽投部,43001305,武汉市江岸后湖揽投部,C1101113109963,武汉周弘堂健康咨询有限公司,91100924974838,武汉周弘堂健康咨询有限公司,1100155014828,武汉周弘堂健康咨询有限公司,商企类,医药类,药品销售,普通,2023-05-24,01611052,郭蕾,,,,,0,0,0,0.0001,0.0009433962,0.1
74,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001305,武汉市江岸后湖揽投部,43001305,武汉市江岸后湖揽投部,C1101151589822,快宝(上海)网络技术有限公司,91101016932925,快宝(上海)网络技术有限公司-快宝上门取件武汉市,1100189814441,快宝(上海)网络技术有限公司(上海)网络技术有限公司(快宝上门取件武汉市),商企类,退换货（商企）,快宝退换货（商企）,普通,2024-04-10,"03916800,03881828","徐玉婷,申莉莉",,,03916800,徐玉婷,0.0001,0.0009433962,0.1,0,0,0
75,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001305,武汉市江岸后湖揽投部,43001305,武汉市江岸后湖揽投部,C1101353284288,武汉京容科技集团有限公司,91101063729763,武汉京容科技集团有限公司,1100205254617,武汉京容科技集团有限公司(寄递),商企类,生产加工制造业,加工制造,普通,2024-11-11,01612011,乐云,,,,,0,0,0,0.0001,0.0009433962,0.1
76,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000000531054,中国银行股份有限公司武汉市直支行,80000003898626,中国银行股份有限公司武汉市直支行-J中国银行花桥营业部,1030001894231,中国银行股份有限公司武汉市直支行(中国银行花桥支行),商企类,金融类,票据、凭证包,普通,2016-07-18,03789534,熊博弘,4003356186,马丽,03789534,熊博弘,0.0255,0.3638679217,309.859,0.0071,0.117637094,101.893
77,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000000531065,中国建设银行股份有限公司武汉江岸支行,90000010696462,中国建设银行股份有限公司武汉江岸支行-J-中国建设银行股份有限公司武汉江岸支行,1030001357235,中国建设银行股份有限公司武汉江岸支行(中国建设银行股份有限公司武汉江岸支行),商企类,金融类,对账单寄递,白银,2017-10-16,01611051,文媛,5013031424,赵辉,01611051,文媛,0.0123,0.1285849035,18.471,0.0126,0.1377383557,23.133
78,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000000531379,东亚银行（中国）有限公司武汉分行,91100357168473,东亚银行（中国）有限公司武汉分行,1100053663803,东亚银行（中国）有限公司武汉分行(特快),商企类,金融类,基金、证券、期货、投资,普通,2020-06-04,01611051,文媛,,,,,0,0,0,0.0002,0.0018867924,0.09
79,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000000540436,湖北盐业集团有限公司,81100003767971,湖北盐业集团有限公司-湖北盐业集团有限公司（上海路）,1030001834730,湖北盐业集团有限公司(特快),商企类,生鲜特产,其他类,普通,2018-08-09,03789534,熊博弘,,,,,0,0,0,0.0042,0.0424112318,9.377
80,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000003823668,通用电气医疗投资(中国)有限公司,80000002592581,通用电气医疗投资(中国)有限公司-通用电气,1030002373290,通用电气医疗投资(中国)有限公司(特快),商企类,能源、矿产、环保,电气、电力、煤气、水利,普通,2015-12-04,03881837,敖茜,,,,,0,0,0,0.0001,0.0009433962,0.125
81,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000006529068,中国银行股份有限公司武汉江汉支行,81100447880003,中国银行股份有限公司江汉支行-中国银行江汉支行国际部,1100073489890,中国银行股份有限公司江汉支行(中国银行江汉支行国际部),商企类,金融类,其他,普通,2020-11-25,03789534,熊博弘,,,,,0,0,0,0.0134,0.1928877847,256.789
82,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000006530318,中国光大银行股份有限公司武汉分行,81100343938383,中国光大银行股份有限公司武汉分行-寄递商企光大银行GDYH,1100088339665,中国光大银行股份有限公司武汉分行(光大银行GDYH),商企类,金融类,基金、证券、期货、投资,白银,2021-05-08,04108687,陈梦园,4003356186,马丽,04108687,陈梦园,0.0255,0.3478301897,194.63,0.0208,0.2690895305,95.408
83,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000006530318,中国光大银行股份有限公司武汉分行,91100940173411,中国光大银行股份有限公司武汉分行-江岸光大银行设备部,1100163354396,中国光大银行股份有限公司武汉分行(设备部),商企类,金融类,行政办公,普通,2023-07-20,01611060,罗晶,,,,,0,0,0,0.0002,0.0029163493,0.106
84,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000006538002,渤海银行股份有限公司武汉分行,90000008278847,渤海银行股份有限公司武汉分行,1100060656308,渤海银行股份有限公司武汉分行(特快),商企类,金融类,行政办公,白银,2020-08-06,04108687,陈梦园,,,04108687,陈梦园,0.0024,0.0294339621,2.772,0.0019,0.0234403233,1.976
85,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000007838130,家利物业管理（深圳）有限公司武汉江汉南分公司,90000009752250,家利物业管理（深圳）有限公司武汉江汉南分公司,1100151838323,家利物业管理（深圳）有限公司武汉江汉南分公司(特快),商企类,房产建筑,物业管理、商业中心,白银,2023-04-23,01611051,文媛,5013031424,赵辉,01611051,文媛,0.0202,0.1973584857,11.186,0.0011,0.0105613637,0.72
86,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C0000007838141,家利物业管理（深圳）有限公司武汉江汉北分公司,90000009752261,家利物业管理（深圳）有限公司武汉江汉北分公司,1030001445222,家利物业管理（深圳）有限公司武汉江汉北分公司(特快),商企类,房产建筑,物业管理、商业中心,普通,2017-04-02,01611051,文媛,5013031424,赵辉,01611051,文媛,0.003,0.0303773578,1.67,0.0032,0.0315862463,2.404
88,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C1100409908990,和谐健康保险股份有限公司湖北分公司,91100366927443,和谐健康保险股份有限公司湖北分公司,1100057041201,和谐健康保险股份有限公司湖北分公司(保险股份有限公司湖北分公司2020),商企类,保险类,其他,白银,2020-07-02,01611051,文媛,4003355949,文媛,01611051,文媛,0.02,0.2052924451,87.335,0.0292,0.3116636326,137.893
89,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C1100429929131,湖北人福诺生药业有限责任公司,91100387952792,湖北人福诺生药业有限责任公司,1100061830314,湖北人福诺生药业有限责任公司(特快),商企类,医药类,药品销售,普通,2020-08-14,03988531,丁勇,,,03988531,丁勇,0.0034,0.0511981111,3.35,0.0012,0.0131608094,1.157
90,420000,湖北省,420100,武汉市,420102,江岸区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006100,武汉市江岸区寄递事业部,43001402,武汉市江岸上海路揽投部,43001402,武汉市江岸上海路揽投部,C1100454376012,中国工商银行股份有限公司武汉分行,91100413549761,中国工商银行股份有限公司武汉分行,1100066848789,中国工商银行股份有限公司武汉分行(中国工商银行股份有限公司武汉分行),商企类,金融类,其他,铂金,2020-09-24,01611051,文媛,5013031424,赵辉,01611051,文媛,0.159,1.4168302099,111.095,0.0801,0.8568589537,65.656
